公司名称,地区,地址,联系人,职务,电子邮件,电话号码,邮政编码,主营,,客户类别,所属新野,人数,注册资金,开业日期,传真
上海得利储运有限公司,上海,上海市浦东南路２３０４号,沈国兴,,,58738020,200127,机械挖，铲，场地平整，清理，汽车运输。清场咨询服务，电脑打字，复印，货运代理（二类），建筑材料，装潢材料，百货，工艺品（除金、银），其它食品的销售，邮票，报刊杂志，烟酒的零售，仓储，附设分支,,有限责任公司,汽车运输业,31,246,2003-3-4
上海三意自动化控制工程有限公司,上海,上海市黄浦区金陵东路３９６号７０３室,张福海,,,63554828,200021,电梯控制系统设备，大楼设备控制系统产品开发及售后服务，电子计算机及配件，建筑材料，电工器材，仪器仪表，通用零部件，消防器材，电子元器件，电梯配件。（以上经营范围涉及许可经营的凭许可证经营）。,,私营有限责任公司,技术推广和科技交流服务业,40,100,2003-4-23
上海燕子丝绸服装厂有限公司,上海,上海市浦东新区三林镇杨新路１９９号,周晏敏,,,38790998,200124,丝绸服装，各类时装，羊毛衫，鞋帽，木制品，针织制品，工艺品（除金制品）的加工、制造和销售，五金电料，文教用品，日用百货，服装面料及辅料的销售，服装干洗、电机修理的服务，经营本企业所需的机械设备，零配件,,私营有限责任公司,抽纱剌绣工艺品制造业,130,100,2003-7-24
上海陆禾实业有限公司,上海,上海市黄浦区南车站路４４号—５４号,胡卡生,,,63162594,200011,五金交电，机电产品，汽车配件，木材，金属材料，建材，装潢及装饰材料，包装材料，百货，家具，办公用品及消耗品，陶瓷制品，炊事用具，针纺织品，清洁用品，日用杂品，红木家具，社会货物运输。附设分支机构。（涉,,私营有限责任公司,五金、交电、化工批发业,156,100,2003-9-13
上海中华船用附件厂,上海,上海市塘南路８号,黄志文,,,58754015,200125,冷热空调设计安装，金属结构件设计，制造，砂轮制造，船舶修造，一般机械设备制造及金属余料自制小商品，钣金，冷作。经营方式：制造，设计，安装，调试，服务。,,集体企业,冷冻设备制造业,77,100,2003-4-10
上海沪南粉煤灰有限公司,上海,上海富盛经济开发区,汤纪华,,,63133835,202156,粉煤灰综合利用，设备检修、安装、劳务（限系统内）。,,有限责任公司,再生物资回收批发业,30,100,2003-4-8
上海教育出版社经营有限公司,上海,上海市浦东新区北艾路１１６３号３号楼１１１室,包南麟,,,,201204,书刊，音像制品，纸，纸制品，文教用品，文化办公机械，印刷机械，电子元器件，家用电器，电脑，排版，代理印刷业务，图书出租。（以上涉及许可经营的项目凭许可证经营）。经营方式：批发，零售，代购代销,,有限责任公司,图书报刊批发业,36,150,2003-10-17
上海大集成服装皮货公司,上海,上海市黄浦区南京东路２３５号６２９室,张建一,,,63203007,200001,服装。皮革及制品（含维修），针纺织品，服装辅料，日用百货，钟表，眼镜，照相器材，家用电器，日用五金，附设分支机构。（以上范围涉及许可经营的凭许可证经营）。经营方式：零兼批，加工，服务,,国有企业,纺织品、服装和鞋帽零售业,105,102,2003-4-17
上海如翼新型装饰材料有限公司,上海,上海市嘉定区马陆镇沪宜公路２５８５号,周桐宇,,,62268440,201801,新型装饰材料四技服务，室内装饰装潢服务，装饰材料家具，灯具，办公设备，五金交电的批售。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,技术推广和科技交流服务业,30,240,2003-10-21
上海泰尔精蜡有限公司,上海,上海市浦东新区唐镇前进村唐家队,李毅,,,58968818,201203,特种蜡的开发，制造及相关技术咨询服务，化工产品（除危险品），特种蜡设备的销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,技术推广和科技交流服务业,30,100,2003-1-16
上海佳诚仓储有限公司,上海,上海市浦东新区津行路９８０号,吴国民,,,13501986026,200137,仓储（含易燃液体和易燃固体的存放）．经营方式：服务,,有限责任公司,仓储业,50,218,2003-10-22
上海新世界大酒店,上海,上海市黄浦区广西北路４９４号,毛亚华,,,63533698,200001,饭菜（不含外送），干点，湿点，饮料，瓶酒堂饮，熟食，会场出租（以上经营范围涉及许可经营的凭许可证经营）。经营方式：服务，零售,,股份有限公司,正餐,40,200,2003-5-14
九泰（上海）基础工程有限公司,上海,上海市奉贤区平安镇,陈立群,,,,201400,公路路基工程施工，公路路面工程施工，地基下基础工程施工，市政公用工程施工（上述经营范围涉及许可经营的凭许可证经营）,,外资企业,铁路、公路、遂道、桥梁建筑业,500,200,2003-10-10
上海巴士浦建汽车维修有限公司,上海,上海市浦东新区浦三路２１１１弄２５９号,潘荣民,,,58705615,200127,汽车维修，汽车装潢，汽车配件、五金、百货的销售（涉及许可经营的凭许可证经营）,,有限责任公司,汽车修理业,37,120,2003-7-25
上海双鹤特种水泥有限公司,上海,上海市浦东新区唐镇街北首,戴建平,,,58961929,201203,特种水泥的生产及销售，建筑材料，防水材料的销售，室内装潢及其以上相关业务的咨询服务。,,有限责任公司,水泥制造业,150,216,2003-6-17
上海开伦物业管理有限公司,上海,上海市浦东北蔡镇紫叶路１１５弄１号１０２室,唐庆仁,,,58911359,201204,物业管理，室内装潢，民用水电安装，维修，建筑五金，电器，水道配件的销售．,,有限责任公司,房地产管理业,54,100,2003-10-23
上海求精不锈钢材料有限公司,上海,上海市黄浦区北京东路６６６号Ｆ座２４层Ｄ０００２６,庞伟杰,,,63507063,200001,经销金属材料，不锈钢制品（含加工，修理），建筑装潢材料，五金，电工器材，通用零部件，橡塑制品（除农用薄膜）。化工原料（除危险品）、普通机械；生产、加工不锈钢。,,私营有限责任公司,黑色金属材料批发业,30,300,2003-3-19
长江轮船海外旅游总公司上海分公司,上海,上海市黄浦区福州路６２５号,唐修旺,,,63785522,200001,国际，国内旅游服务，国内航空客运销售代理业务，水路揽货，代理，代办，咨询及其他货运委托业务，日用工具，工艺美术品（除金银制品）服装，干鲜果品，家用电器，音像制品。经营方式：服务，零售，代购，代销。,,国有企业,旅行业,30,150,2003-11-6
上海开浦汽车服务公司,上海,上海市浦东新区源深路３８８号,薛龙海,,,58765916,200120,出租汽车客运服务，汽车配件。烟．酒及其它食品，日用百货，日用杂品，文教用品，服装，五金交电，建筑材料，附设分支机构。经营方式：服务，零售，批发，代购代销。（涉及许可经营的凭许可证经营）,,集体企业,出租汽车业,152,400,2003-5-21
上海新康达商业贸易合作公司,上海,上海市黄浦区福建中路１４２号,寿慧生,,,63115595,200001,烟、酒（限零售），日用百货，日用化学品，饰品，鞋帽。其它食品，五金交电，电子元器件，服装，针纺织品，文化用品，皮革及制品，建筑装潢材料，摩托车、汽车配件，化工原料（除危险品）（涉及许可经营的凭许可证经,,集体企业,烟草及其制品批发业,158,100,2003-10-14
上海华安美容美发合作公司,上海,上海市黄浦区南京西路１１０号,董元明,,,63598021,200003,美容．美发，推拿，化妆品，理发用具，百货，五金交电，装潢材料，工艺美术品，食品（不含熟食），服装鞋帽（以上范围涉及许可经营的凭许可证经营）。经营方式：服务，零兼批。,,集体企业,理发及美容化妆业,102,170,2003-9-15
上海市公共交通广告公司,上海,上海市浦东南路２３２１号二楼,刘学坤,,,63271222,200125,承接各类广告设计、制作、发布，代理业务。（以上范围凭许可证经营）。经营方式：服务。,,国有企业,广告业,48,208,2003-4-22
上海外航国际旅行社有限公司,上海,上海市浦东新区商城路３５７号５０５室,李佩玖,,,63500170,200127,国际，国内旅游，代售车．船．机票，代办运输，烟酒（零售），其它食品，建材，金属材料，照相器材，工艺美术品。木制品，陶瓷制品，服装，皮革制品，针纺织品，家用电器，钟表，文教用品，日用百货的销售。,,有限责任公司,旅行业,55,350,2003-6-30
上海邵万生促进再就业服务中心,上海,上海市北京西路１６５号２０１室,周志刚,,,63591590,200003,劳务服务，附设分支机构。（以上经营范围涉及许可证经营的凭许可证经营）。经营方式：服务。,,集体企业,市场管理服务业,156,200,2003-10-13
上海久合机电工程成套公司,上海,上海市浦东新区商城路１０８８号,赵旭辉,,,56905693,200120,普通机械（除锅炉）及安装．调试．维修，电子计算机及配件，仪器仪表，家用电器，净水器，制冷设备配件。建筑材料及装潢材料，橡塑制品，劳防用品，电工器材，五金工具，文教用品，汽车配件，金属材料，附设分支：批,,集体企业,机械、电子设备批发业,53,300,2003-5-9
上海沪光电器总厂,上海,上海市黄浦区北京东路８００号,周永彰,,,63221022,200001,输变电设备，蓄电池。家用电器（除专项审批）。经营方式：制造。,,集体企业,其他输配电及控制设备制造业,160,254,2003-5-15
上海医用缝合针厂,上海,上海市陆家渡路２３５号,李强,,,68503614,200135,医用缝合针，手术刀片，针灸针，卫育器械，医用制线。医用吸引器产品的生产。经营方式：制造。,,集体企业,手术器械制造业,248,173,2003-3-25
上海华欣绣衣巾服厂有限公司,上海,上海市东方路２９６号,张心宰,,,58406179,200122,针织服装，毛巾浴衣，其他服装，本企业自产产品及相关技术的出口业务，本企业生产所需的原辅材料，机械设备包装材料及相关技术的进出口业务，承办本厂的中外合资经营，合作生产及开展“三来一补”业务。经营方式：制,,私营有限责任公司,其他针织品业,142,250,2003-10-31
上海金义恒商贸有限公司,上海,上海市黄浦区广西北路１５１号,王义军,,,63862637,200001,不锈钢材料，电工器材，橡塑制品，汽车零部件，通用零部件，五金，文教办公用品，金属材料。化工产品（除危险品），家用电器，日用百货，服装，电子计算机，理发用具，附设分支机构（以上范围涉及许可经营的凭许可证,,私营有限责任公司,五金、交电、化工批发业,38,150,2003-9-17
上海图书公司,上海,上海市黄浦区福州路４２４号２楼,彭卫国,,,63617420,200001,图书，报刊，影印，出版古旧书刊及书画艺术类图书，收购销售字画，古旧书，碑帖，文房四宝。工艺美术品（除金银制品），文教用品，零售音像制品，照相器材，计算机，通信设备（除无线），附设分支。图书（以上经营范,,国有企业,图书报刊零售业,230,118,2003-6-3
上海都市假日酒店,上海,上海市黄浦区天津路４９６号,花正祥,,,63221820,200001,百货，针纺织品，工艺美术品（除金银制品），袋装食品。家用电器，装潢材料，建筑五金。（涉及许可经营的凭许可证经营）经营方式：批兼零，代购，代销,,国有企业,正餐,300,350,2003-4-10
上海豫通运输有限公司,上海,上海市宝山区长逸路６号,范敏,,,36020406,201901,汽车货物运输，汽配，建材，钢材，五金交电，装潢材料，建材，木材批发零售，代购代销,,有限责任公司,汽车运输业,59,300,2003-2-27
张家洼矿山公司上海机电设备安装队,上海,上海市黄浦区江西中路１７０号１０５室,翁懋森,,,63212033,200002,设备安装工程施工叁级，室内装潢，劳防用品（除特种），通用设备，电机，电工器材，钢材，建筑材料，橡塑制品，仪器仪表，五金交电，化工产品（除危险品）。公共安全防范工程设计安装（凭许可证经营）。经营方式：安,,国有企业,线路、管道安装业,37,300,2003-5-27
精所塑胶工业（上海）有限公司,上海,上海闵行区颛桥镇光辉村,陈福来A,,,64583518,201108,生产工程塑胶制品，工程塑胶制品的喷漆，丝印与装配，销售自产产品（涉及许可经营的凭许可证经营）。,,外资企业,塑料零件制造业,410,120,2003-2-19
上海正峰工业销售有限公司,上海,上海市浦东新区东三里桥７９弄１－６号,卢肇土H,,,58727943,200126,电动工具，五金工具，汽车灯具，室外灯具，工业模具，橡塑制品，百货，五金交电的销售，附设分支机构。,,有限责任公司,五金、交电、化工批发业,30,110,2003-12-23
上海美丽华办公用品有限公司,上海,上海市黄浦区南京东路１７１号,臧春华,,,63525122,200002,经销电子计算机及配件，文化办公机械（含操作培训）、文教用品，纸，纸制品，文件橱，视频产品，通讯设备（除无线）照相器材，空调机，文娱用品（除音像制品）复印，附设分支，电脑软件,,有限责任公司,机械、电子设备批发业,89,100,2003-1-15
上海伙伴饮业管理有限公司,上海,上海市永和支路２８５号,罗润民,,,56778365,200072,团队餐务管理，餐饮管理，餐饮专业四技服务，酒店设备用品，厨房餐厅设计，附设分支机构，食品（不含熟食）（涉及许可经营的凭许可证经营）,,有限责任公司,企业管理机构,280,100,2003-8-15
上海华德建设监理有限公司,上海,上海市长宁区古北路６４号,邹军利,,,65622200,200051,一般工业与民用建筑安装工程，公路建筑工程，地下工程的施工监理，附设分支（涉及许可证经营的凭许可证经营）。,,私营有限责任公司,其他公共服务业,31,100,2003-10-18
上海建拓建筑装饰工程有限公司,上海,上海市长宁区淮阴路４６０号,许健英,,,58211060,200335,建筑装饰装修工程施工肆级（涉及许可经营的凭许可证经营）；销售建筑材料，保温防水材料。（涉及许可经营的凭许可证经营）,,私营有限责任公司,装修装饰业,30,200,2003-4-21
上海申大房产超市有限公司,上海,上海市黄浦区南苏州路３３３号,吴渭凉,,,63616618,200002,商品房代购代销及租赁业务，办理各类房产的买卖，置换，租赁及有关的房地产评估，从事房地产流动的各类经营活动，代办房屋修缮，装饰，提供房地产信息，房地产信息资料展示，附设分支梦见（以上范围涉及许可经营的凭,,私营有限责任公司,房地产经纪与代理业,30,300,2003-6-24
上海第四电表厂有限公司,上海,上海市普陀区云岭东路４３４号,沈国伟,,,52500935-601,200062,仪器仪表及配件、电子产品及配件（生产维修）（凡涉及许可经营的项目凭许可证经营）。,,私营有限责任公司,机械、电子设备批发业,70,160,2003-11-10
上海灵久缝制设备有限公司,上海,上海市石龙路３４５弄２３号二楼Ｂ室,任志伟,,,13701623371,200231,缝制设备及零件，汽车配件，百货，五金交电，仪器仪表，金属材料，建筑材料，装潢材料，普通机械，电器机械及器材销售。附设分支机构。,,私营有限责任公司,机械、电子设备批发业,40,100,2003-3-12
上海中慧工程咨询有限公司,上海,上海市梦花街２３４号,丁明渊,,,63781988-28,200010,以工程技术咨询，建设监理、建筑工程监理、工程技术咨询、技术服务为主的“四技”服务的科技经营，建筑工程施工图设计文件审查，工程监理。（上述范围涉及许可经营的凭许可证经营）,,私营有限责任公司,其他公共服务业,69,100,2003-5-19
上海市机电设备总公司电工公司,上海,上海市黄浦区汉口路４２８号,王明纲,,,65410529,200001,电工器材（含加工），通用零部件，仪器仪表，电脑，通信设备（除无线），机电设备，废旧机电产品回收，金属材料，五金交电，橡塑制品，汽车配件，水暖器材，化工原料（除危险品），家用电器，建筑材料。经营方式，批,,国有企业,五金、交电、化工批发业,80,350,2003-5-23
上海协创货运合作公司,上海,上海市杨浦区国顺东路２１５号,于峰,,,65451502,200433,联运服务，物资储存，快递业务（非邮件），货物咨询，副食品，百货，五金交电，建筑材料，金属材料。提供劳务，附设：分公司。经营方式，服务，批发，零售。,,集体企业,汽车运输业,206,250,2003-4-16
上海三净塑复铜管有限公司,上海,上海嘉定华江路６６６号,何志敏,,,59144920,201803,塑复铜管，水暖配件，管接件的生产及销售，金属材料（除贵金属）、建筑材料的批售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,水暖管道零件制造业,62,450,2003-8-21
上海航联报关有限责任公司,上海,上海市杨树浦路８８号,张页,,,65045428,200082,代理进出口货物和物品的报关及出口退税业务保税仓储。,,有限责任公司,其他类未包括的社会服务业,82,150,2003-7-22
上海韦铭报关实业有限公司,上海,上海市宝山区沪太路８８８５号,洪雅芳,,,56870885,200949,承办进出口货物代理报关转关报验业务，代办货物储存业务，提供有关对外经济贸易咨询业务服务。,,有限责任公司,其他类未包括的交通运输辅助业,32,200,2003-9-27
上海民惠服务有限公司,上海,上海市青浦区青浦镇青松路１２８号　,吉小安,,,13801692954,201700,金融信用卡的代理销售，服务，文化办公用品的销售，经济信息咨询（涉及许可经营的凭许可证经营）。,,有限责任公司,百货批发业,60,300,2003-12-26
上海神龙农工商集团仓兴实业有限公司,上海,上海市闵行区吴中路１１５６号,董宝贵,,,62684997,201101,仓储，钢模出租，金属材料，木材，橡胶制品，印花，工艺品，缝制设备，五金交电，物业管理，百货，电讯器材,,私营有限责任公司,仓储业,41,252,2003-2-24
上海海涛苑浴场有限公司,上海,上海市万航渡路６２３弄８５号,叶正华,,,32141337,200042,公共浴室服务，日用百货，理发，洗衣，饭菜（不含外送），饮料，酒，熟食，湿点，男，女沐浴按摩，音乐餐厅，健身，乒乓，棋牌服务，电脑设备及配件，经济信息咨询服务（凡涉及许可的，凭许可证经营）,,私营有限责任公司,沐浴业,56,150,2003-9-24
上海钢琴销售有限公司,上海,上海市杨浦区江浦路６２７号,张子跃,,,65898629,200082,乐器及附属设备，配件的销售和租赁。,,有限责任公司,百货批发业,61,100,2003-5-6
上海惠龙医用卫生材料有限公司,上海,上海市浦东新区王港镇新虹村,应增础,,,58586440,201201,医用卫生用品，辅料的加工，医疗器械的销售，经营本企业自产产品的出口业务和本企业所需的机械设备，零配件，原辅材料的进口业务（但国家限定公司经营或禁止进出口的商品及技术除外）。,,私营有限责任公司,医用材料及医疗用品制造业,30,100,2003-3-10
上海金翔木材批发市场,上海,上海市嘉定区南翔镇丰翔路８号,蔡学麟,,,69177029,201802,木材，木制品，钢材，有色金属，招商，租赁（涉及许可经营的凭许可证经营）。经营方式：批发，零售，服务。,,国有与集体联营企业,建筑材料批发业,30,300,2003-11-20
上海禾升实业有限公司,上海,上海市闵行区吴中路１６２３号,朱龙兴,,,64060411,201103,木材，木制品，电子电讯器材，百货，汽配，五金交电，劳防用品，农副产品，建筑及装潢材料，灯具，包装食品，室内装潢，水电安装，纸，纸制品，服装，服装辅料，纺织品（涉及许可经营的凭许可证经营）。,,有限责任公司,建筑材料批发业,110,200,2003-3-11
上海石化淼清水处理有限公司,上海,上海市金山区石化纬五路天峨路,何高荣,,,57932446,201512,水处理剂及相关化工产品的制造销售，精细化工产品延伸加工，以上项目的四技服务，饮用水，化学和机械清洗防腐工程，化工化纤产品。工业设备状态监测。,,有限责任公司,专项化学用品制造业,91,400,2003-3-28
上海乐缘商贸有限公司,上海,上海市华山路２０８８号１６０３室,黄永贵,,,54070178,200030,百货，针纺织品，建筑装潢材料，金属材料，木材，涂料，普通机械，计算机及配件，电子产品，仪器仪表，电器机械及器材，五金交电，工艺美术品，日用杂货，劳防用品销售，委托加工（服装，鞋帽，羊毛衫），钟表，眼镜,,私营有限责任公司,百货批发业,107,100,2003-6-3
上海金昌空调电器有限公司,上海,上海市天钥桥路１１８０号,王秉华,,,64564629,200232,空调器安装维修，空调器安装工程设计，普通机械，五金交电，金属材料，建筑材料，百货，电器机械及器材、仪器仪表销售。（涉及许可经营的凭许可证经营）,,有限责任公司,日用品修理业,50,100,2003-7-29
上海九百集团装饰工程有限公司,上海,上海市静安区西康路７５７号五层,李庆苏,,,62188630,200041,建筑装饰设计和施工，配套安装和提供与工程相配套的装饰材料及设备,,有限责任公司,装修装饰业,40,100,2003-8-7
上海锦江汽车租赁有限公司,上海,上海市零陵路１４７号,沈正东,,,60950735,200030,汽车租赁,,有限责任公司,租赁服务业,80,330,2003-1-10
上海恒联物业有限公司,上海,上海市中山北路８５８号２０１－２０２室,李连强,,,56558662,200070,物业管理，房地产租赁，室内装潢，绿化管理，建筑材料，日用百货，文教用品，家用电器，服装，针织品，陶瓷制品，机电产品，机械配件及零件，建筑工程机械配件，金属材料。（涉及许可经营的凭许可证经营）,,私营有限责任公司,房地产管理业,31,100,2003-9-23
上海赛璐珞厂,上海,上海市长宁区北翟路１２４０号,张珙,,,62395568,200335,赛璐珞，羧甲基纤维素纳，尼龙系列产品，氯乙酸，表面活性剂，聚砜酰胺浆液，聚酰亚胺，塑料加工。经营方式：制造。,,国有企业,其他合成材料制造业,457,313,2003-10-30
上海石化久益劳务发展有限公司,上海,上海市金山区石化一村２６号,朱利群,,,57945300,200540,国内劳务输出，劳务咨询服务，社区再就业服务（涉及许可经营的凭许可证经营）。,,股份有限公司,市场管理服务业,685,150,2003-8-26
上海诚勉运输有限公司,上海,上海市闵行区莲花路平南一村９６号,温希青,,,,201100,普通货物运输（社会货物运输），危险货物运输（社会货物运输），货运代理（一类），货物包装，保管，装卸，捆包（涉及许可经营的凭许可证经营）,,私营有限责任公司,汽车运输业,33,200,2003-12-24
上海民安建设发展有限公司,上海,上海市东汉阳路４７１号,朱光廷,,,64010008,200080,建筑机械租赁。维修。机电产品，五金交电，汽车配件，日用百货，劳防用品，绿化工程，塔式起重机安装拆卸，施工升降机安装拆卸，钢结构，网架工程施工，室内装潢。,,有限责任公司,租赁服务业,88,300,2003-3-12
上海中城市政设备制造有限公司,上海,上海市南塘浜路１０３号２１０室,陆益群,,,54080025,200023,市政清扫设备及该专业领域内的科技经营业务，市政清扫设备的生产的销售。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,载重汽车制造业,40,100,2003-3-25
上海新诚物业管理有限公司,上海,上海市外高桥保税区杨高北路２００５号新易楼２４７室,夏顺忠,,,50481192,200131,接爱委托物业管理，代理经租，环境卫生服务。室内装潢，国际贸易，保税区企业间的贸易及区内贸易代理（涉及许可经营的凭许可证经营）,,私营有限责任公司,房地产管理业,106,300,2003-6-18
上海东方投资监理有限公司,上海,上海市静安区延平路１２１号２１层Ｂ２、Ｃ、Ｄ、Ｅ室,印保兴,,,62462288,200042,建设工程投资策划，可行性分析，建设资金使用监管，建设工程勘察，设计，施工，设备制造代理招标，审核工程预结算和非标设备造价及办理竣工财务决策，房地产咨询服务（凡涉及许可经营的，凭许可证经营）,,私营有限责任公司,其他公共服务业,52,100,2003-11-20
上海外航国际货运有限公司,上海,上海市虹桥机场虹桥路２５５０号,李海芝,,,62682471,200335,承办空运进出口货物的国际运输代理业务，揽货，订舱，仓储，中转，集装箱拼装拆箱，报关，报验，保险，相关的服务及咨询，国际航空快递（不含私人信函）。,,有限责任公司,其他类未包括的交通运输辅助业,44,300,2003-4-8
上海文化商厦,上海,上海市黄浦区福州路３５５号－３９７号,金超,,,63266588,200001,百货，纸张，文化办公用机械，工艺美术品（除金银制品），照明电器，日用化学品。一般劳防用品，艺术摄影，自营邮品（含收购寄售）及电话磁卡，现代字画，五金交电，通讯设备及相关产品，音像制品（限零售），图书书,,国有企业,百货零售业,168,400,2003-3-5
上海医大环亚药业发展有限公司,上海,上海市平江路２３６号,张莲琴,,,63872288,200032,医药，保健食品专业领域内的八技服务及新产品研制，试销，医疗器械，电子计算机及配件，化工原料（除危险品）化工产品百货，电器机械及器材，电子产品及通信设备，五金交民，建筑材料销售，室内装潢。,,有限责任公司,技术推广和科技交流服务业,40,400,2003-5-29
上海远医卫生技术服务中心,上海,上海市淮海中路１１７４号,姜海鹏,,,64313431,200031,医疗器械，劳务服务（包括卫生消毒，除四害服务），室内装潢，家用电器维修，摄影，百货，针纺织品，五金交电，建筑材料，汽车配件，鲜花，工艺美术品（除专项审批），（涉及许可经营的凭许可证经营）。经营方式：批,,集体企业,医疗器械批发业,45,100,2003-6-4
上海申峰工程建设监理有限公司,上海,上海市闵行区龙吴路４７４７号,朱晓泉,,,64340461,200241,工业与民用，石油工业，化学工业，轻纺工业的建筑安装工程施工监理，化工，设备，土建，电气，仪表，给排水，热工暖通，概予算等专业领域的四技服务，石油化学，轻纺，民用建筑的工程设备监理，监理技术咨询服务,,有限责任公司,其他公共服务业,45,100,2003-7-17
上海东方激光教育文化有限公司,上海,上海市洋泾沈家油车１１２号１０１室,潘寿根,,,63052990,200135,计算机及配件，机电设备，办公机械，工艺美术品（除金银）通讯器材（除无线），五金交电，百货的销售，录音制品，书报刊零售，电脑照排，刻字（除印章），零件印刷，附设分支机构,,有限责任公司,机械、电子设备批发业,44,200,2003-8-19
上海申都工程咨询有限公司,上海,上海市浦东乳山路１１４弄１９号,梁士毅,,,52524567-60700,200120,建筑工程施工图文设计文件审查，建筑工程监理，建筑，设计和施工监理专业领域的“四技”服务，项目管理，建设项目咨询服务（涉及许可经营的凭许可证经营）,,有限责任公司,其他公共服务业,50,150,2003-3-17
上海联合工程监理造价咨询有限公司,上海,上海市闵行区江川路１８００号,宋建平,,,,200240,为国内外客户提供建筑工程方面的科技咨询，建筑设计业务以及国内施工招标业务，工程建设监理，工程造价咨询。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,其他公共服务业,30,200,2003-8-11
上海华联特种商品寄售有限公司,上海,上海市黄浦区威海路１６１号,费伟民,,,63218875,200003,外货（进口物品）购销（其中包括摩托车，自行车购销）汽车收购及销售，进口组装件及零售，进口组装件，通讯器材及配件，五金电器，照相器材，办公用品，珠宝玉器饰品，钟表眼镜，工艺品，百货，自有设备租赁，饰品修,,有限责任公司,信托业,35,100,2003-7-16
上海二钢国际贸易有限公司,上海,上海市外高桥保税区日京路３５号,徐志良,,,50480050,200137,国际贸易，保税区企业间贸易及贸易代理，区内仓储，运输及商业性简单加工（涉及许可经营的凭许可证经营）。,,有限责任公司,黑色金属材料批发业,200,484,2003-4-7
上海工具公司,上海,上海市黄浦区北京东路４７０号１０７室,何培健,,,50879744,200001,外经贸部批准的进出口业务，各类工具及机电产品的生产加工（限分支机构），金属材料，金属制品，普通机械，电气机械及器材，电子及通讯设备，仪器仪表，与经营范围相关的咨询服务（以上范围涉及许可证的凭许可证经营,,国有企业,切削工具制造业,198,278,2003-5-13
上海时尚文化传媒公司,上海,上海市威海路２９８号,黎瑞刚,,,62561622,200041,承接各类广告设计，制作，代理国内外广告业务，音像制品，家用电器，办公用品，经营方式：设计，制作，代理，服务，销售,,国有企业,广告业,120,300,2003-6-9
上海市普陀区桃浦中心小学,上海,上海市普陀区白丽路７５１号,黄建平,,,66951407,200331,遵循党和国家的教育方针，对适龄儿童进行素质教育，促进德智体等全面发展,,国有企业,小学校,112,469,2003-3-14
上海轻工业设计院有限责任公司,上海,上海市浦东新区崂山东路５７１弄３号９０２室,程天铿,,,64370093,200120,工程设计，工程勘察，工程咨询及上述专业内的四技服务。（涉及许可经营的凭许可证经营）,,有限责任公司,工程地质勘查业,50,100,2003-7-10
上海中房物业管理有限公司,上海,上海市桂平路９２号４楼,肖立荣,,,54193141,200233,物业管理，房地产开发咨询，房屋租赁、代管，房屋修理工程，大楼设备维修和安装，室内装潢及设计，庭园设计。绿化工程、园艺承包，建筑装潢材料，日用百货，住宅配套服务，房屋置换，停车收费（涉及许可经营的凭许可,,私营有限责任公司,房地产管理业,65,290,2003-10-28
上海现代国际展览有限公司,上海,上海市圆明园路９７号,郭丽娟,,,63217522,200002,承办出国、国内来华展览，储运和留购业务；承接各类广告，设计，制作，代理国内外及进出口广告业务，美术设计，礼品，装潢材料，美术用品，建材，金属材料，百货，五金交电，展览用设备及器材。（以上经营范围涉及许,,有限责任公司,其他类未包括的社会服务业,41,300,2003-6-24
上海茶恬园国际旅行社有限公司,上海,上海市江宁路４４５号六楼,孙玉存,,,62728845,200041,国内旅游业务，入境旅游业务，出境旅游业务，商务及茶文化特色旅游，翻译，旅游工艺品，服装，摄影器材，健身器材，茶。（旅游许可证有效期至２００５年７月３１日）。,,有限责任公司,旅行业,90,150,2003-2-18
上海外事服务中心,上海,上海市雁荡路１０７号８楼,王明扬,,,,200002,涉外咨询，接待服务，为出国人员提供咨询服务，为出国培训，考察研修，交流服务，会务，翻译，礼品，为公民提供赴加拿大，美国，日本定居，探亲，访友，继承财产和其他非公务活动提供信息介绍，法律咨询，沟通联系，,,集体企业,其他类未包括的信息咨询服务业,36,100,2003-3-24
上海世界图书出版公司,上海,上海市浦东新区东方路８７７号,冯国雄,,,63783016-720,200120,图书出版、发行、销售。代接磁卡业务。经营方式：批发，零售，服务。,,国有企业,出版,70,300,2003-11-7
上海华东建筑技术发展研究中心,上海,上海市崇明县新申路６号,任家明,,,,202150,建筑材料，机电设备（除专项规定外），空调环保设施设计安装，建筑、建材、机电专业领域科技咨询，技术转让、服务、培训、承包、入股经营业务（以上涉及许可经营的凭许可证经营）。经营方式：开发，服务，销售。,,其它经济,技术推广和科技交流服务业,30,108,2003-4-4
中国进出口商品检验（上海）公司,上海,上海市浦东新区民生路１２０８号７２５－７２６室,沈其才,,,64189367,200134,进出口商品的检验与鉴定。商检用品仪器，仪表，专用设备，化工产品（除危险品）。（上述范围涉及许可证经营的凭许可证经营）。经营方式：服务。,,国有企业,技术监督,50,130,2003-8-12
